Дней с продажи	Статус клиента	Уровень клиента	Активность клиента	Тип клиента	Последняя покупка	LTV выручка	Периодичность покупок, д. (пп)	Кол-во покупок (пп)	Покупатель	Client_ID	Первая покупка	LTV валовая прибыль	Группа любимых категорий (лк)	Всего любимых категорий (лк)	Самая любимая категория (лк)	Средний чек (пп)	Выручка (пп)	% ВП (пп)	Валовая прибыль (пп)	% редких	Класс редкости
211	1. Разовый	4. Начинающий	3. Забытый	Известный клиент	03.06.2022	19802,550000000003	0	1	"ООО ""Внушительный металл"" ИНН 4746449853"	CL_8061	15.09.2021	10791,311002318842	ДПИ-Направления-Стекло-Наборы | Живопись-Акрил-Наборы-Декоративный | ДПИ-Направления-Ткань-краски, контуры	3	ДПИ-Направления-Стекло-Наборы	17024	17024	0,556	9467,280487360036	0,2	2. Энтузиаст
288	4. Потерянный клиент	3. Перспективный	3. Забытый	Известный клиент	18.03.2022	74223,59999999998	10	2	"АО ""Теория"" ИНН 91439705258"	CL_8071	15.09.2021	37637,84584279792	Основы-холст на подрамнике-Студенческий-Лен | Живопись-акварель-наборы	2	Основы-холст на подрамнике-Студенческий-Лен	6150	12299	0,502	6176,563337285124	0	1. Стандартный
150	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	03.08.2022	32980,3	30	6	"ООО ""Стойкий масштаб"" ИНН 72265684395"	CL_8081	15.09.2021	17246,263097528878	Живопись-акварель-наборы | Живопись-Акрил-Наборы-Декоративный | Бумага акварель-блоки-студия	3	Живопись-акварель-наборы	2418	14507	0,582	8437,477870457833	0,06666666666666667	1. Стандартный
57	3. Теряемый клиент	1. VIP	1. Действующий	Известный клиент	04.11.2022	230390,15	39	7	"ООО ""Неиссякаемая деталь"" ИНН 7356817205"	CL_8091	15.09.2021	110633,92981594375	Основы-холст на подрамнике-Базовый	1	Основы-холст на подрамнике-Базовый	15684	109785	0,459	50394,25768969049	0,05	1. Стандартный
799	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	23.10.2020	9519,95	?	?	"ООО ""Доход"" ИНН 67475077202"	CL_81	23.10.2020	4760,602903720482	?	?	?	?	?	?	?	0	1. Стандартный
16	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	15.12.2022	68685,65	61	5	"ООО ""Рекордная область"" ИНН 33718666857"	CL_8101	15.09.2021	34568,487816134824	Основы-холст на подрамнике-Базовый | Основы-холст на подрамнике-Студенческий-Смешанный | Живопись-масло-студия-Ладога ЗХК	3	Основы-холст на подрамнике-Базовый	8916	44582	0,509	22674,976076815128	0,043478260869565216	1. Стандартный
410	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	16.11.2021	6222,55	?	?	"ООО ""Безмятежный документ"" ИНН 55176376460"	CL_811	13.07.2021	3369,6029420425816	?	?	?	?	?	?	?	0,16666666666666666	2. Энтузиаст
472	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	15.09.2021	1692,65	?	?	"ООО ""Песня"" ИНН 25831364565"	CL_8111	15.09.2021	901,23	?	?	?	?	?	?	?	0	1. Стандартный
15	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	16.12.2022	7658,199999999999	98	3	"АО ""Ошеломляющая температура"" ИНН 16515085477"	CL_8121	15.09.2021	4215,628598790246	Инструменты-макетирование-Ножи- стандартные | ВС акрил грунтовки | Бумага техническая-калька | ДПИ-Клей-Карандаши, липучка	4	Инструменты-макетирование-Ножи- стандартные	1497	4491	0,574	2575,722402654074	0	1. Стандартный
231	1. Разовый	4. Начинающий	3. Забытый	Известный клиент	14.05.2022	11642,449999999999	0	1	"ПАО ""Безукоризненный остров"" ИНН 51662796353"	CL_8131	16.09.2021	5651,497831021565	Бумага акварель-блоки-студия | Живопись - инструменты-Ленты клейкие, скотчи	2	Бумага акварель-блоки-студия	1794	1794	0,531	953,4695690893769	0	1. Стандартный
471	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	16.09.2021	13837,05	?	?	"АО ""Сказочный рынок"" ИНН 3027682003"	CL_8141	16.09.2021	7062,861961361721	?	?	?	?	?	?	?	0,5	2. Энтузиаст
418	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	08.11.2021	21116,85000000001	?	?	"ООО ""Коридор"" ИНН 98273892706"	CL_8151	16.09.2021	10982,303240920139	?	?	?	?	?	?	?	0,15	2. Энтузиаст
38	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	23.11.2022	27441,3	29	3	"ООО ""Истинная формула"" ИНН 28432948183"	CL_8161	16.09.2021	14454,631662484162	ДПИ-Основа для росписи | Основы-холст на подрамнике-Студенческий-Лен | Литература-Периодика-Журналы 2009	3	ДПИ-Основа для росписи	6040	18120	0,523	9473,151662484164	0,09090909090909091	1. Стандартный
471	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	16.09.2021	12503,3	?	?	"ООО ""Жизненный элемент"" ИНН 9264018026"	CL_8171	16.09.2021	6181,59	?	?	?	?	?	?	?	0	1. Стандартный
237	4. Потерянный клиент	4. Начинающий	3. Забытый	Известный клиент	08.05.2022	12131,3	4	2	"ООО ""Незаурядная фотография"" ИНН 21482032186"	CL_8181	16.09.2021	6148,632163017647	Кисти-Специальные-Синтетика | Живопись-Акрил студия - Ладога ЗХК банка | Живопись-Акрил студия - художественный  ГлянцевыйГамма европодвес | Кисти-Акварель-Синтетика	4	Кисти-Специальные-Синтетика	4218	8436	0,527	4444,8004453359445	0,05555555555555555	1. Стандартный
29	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	02.12.2022	79137,45	64	4	"ООО ""Результат"" ИНН 21571359596"	CL_8191	16.09.2021	40092,48950095803	Черчение-Изографы -изограф | ДПИ-Клей-Карандаши, липучка	2	Черчение-Изографы -изограф	12720	50879	0,489	24903,261037369928	0,15	2. Энтузиаст
11	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	20.12.2022	84940,59999999996	42	7	"ООО ""Отборная задача"" ИНН 55729137331"	CL_8201	16.09.2021	42202,6034413295	Мольберты-Этюдники | Основы-Картон грунтованный | Живопись-темпера-ПВА ЗХК	3	Мольберты-Этюдники	9612	67283	0,49	32951,901181090216	0,03225806451612903	1. Стандартный
465	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	22.09.2021	931,2	?	?	"ООО ""Миг"" ИНН 79983802827"	CL_821	13.07.2021	454,81851878565396	?	?	?	?	?	?	?	0	1. Стандартный
80	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	12.10.2022	19159,95	113	2	"АО ""Подход"" ИНН 74800030739"	CL_8211	17.09.2021	9342,552531518068	Мольберты-Хлопушки | Живопись-Масло-Наборы-Студия	2	Мольберты-Хлопушки	8104	16209	0,482	7808,448859687304	0,05	1. Стандартный
12	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	19.12.2022	35514,449999999975	31	9	"ООО ""Весомый союз"" ИНН 68122216692"	CL_8221	17.09.2021	17630,503749163465	Живопись-Акрил студия - художественный  ГлянцевыйГамма европодвес | Живопись-Акрил студия - Ладога ЗХК банка | ДПИ-Направления-Декупаж-салфетки	3	Живопись-Акрил студия - художественный  ГлянцевыйГамма европодвес	3177	28593	0,496	14176,972664048308	0,09090909090909091	1. Стандартный
